conteo,tupla,X,L,M,T
1,1|2|3|10,176.0,123,123|229,123|229
1,1|2|3|31,176.0,123,123|229,123|229
1,1|2|4|5,176.0,278,278|74,278|74
1,1|2|4|13,176.0,278,278|74,278|74
1,1|2|5|13,176.0,278,278|74,278|74
1,1|2|10|31,176.0,123,123|229,123|229
1,1|2|15|36,176.0,0,0|352,0|352
1,1|2|15|39,176.0,0,0|352,0|352
1,1|2|20|31,176.0,312,312|40,312|40
1,1|2|20|43,176.0,312,312|40,312|40
1,1|2|22|29,176.0,133,133|219,133|219
1,1|2|22|42,176.0,133,133|219,133|219
1,1|2|25|31,176.0,351,351|1,351|1
1,1|2|25|33,176.0,351,351|1,351|1
1,1|2|29|42,176.0,133,133|219,133|219
1,1|2|31|33,176.0,351,351|1,351|1
1,1|2|31|43,176.0,312,312|40,312|40
1,1|2|33|34,176.0,279,279|73,279|73
1,1|2|33|41,176.0,279,279|73,279|73
1,1|2|34|41,176.0,279,279|73,279|73
1,1|2|36|39,176.0,0,0|352,0|352
1,1|3|8|28,176.0,33,33|319,33|319
1,1|3|8|41,176.0,33,33|319,33|319
1,1|3|10|31,176.0,123,123|229,123|229
1,1|3|17|23,176.0,132,132|220,132|220
1,1|3|17|32,176.0,132,132|220,132|220
1,1|3|23|32,176.0,132,132|220,132|220
1,1|3|28|41,176.0,33,33|319,33|319
1,1|4|5|13,176.0,278,278|74,278|74
1,1|4|8|11,176.0,52,52|300,52|300
1,1|4|8|19,176.0,141,141|211,141|211
1,1|4|8|22,176.0,131,131|221,131|221
1,1|4|8|27,176.0,141,141|211,141|211
1,1|4|8|36,176.0,52,52|300,52|300
1,1|4|8|37,176.0,131,131|221,131|221
1,1|4|11|36,176.0,52,52|300,52|300
1,1|4|13|23,176.0,314,314|38,314|38
1,1|4|13|33,176.0,314,314|38,314|38
1,1|4|14|21,176.0,270,270|82,270|82
1,1|4|14|42,176.0,270,270|82,270|82
1,1|4|18|21,176.0,234,234|118,234|118
1,1|4|18|42,176.0,234,234|118,234|118
1,1|4|19|27,176.0,141,141|211,141|211
1,1|4|21|30,176.0,139,139|213,139|213
2,1|4|21|42,117.33333333333333,234,234|36|82,234|36|82
1,1|4|21|43,176.0,139,139|213,139|213
1,1|4|22|37,176.0,131,131|221,131|221
1,1|4|23|33,176.0,314,314|38,314|38
1,1|4|29|32,176.0,68,68|284,68|284
1,1|4|29|33,176.0,68,68|284,68|284
1,1|4|30|43,176.0,139,139|213,139|213
1,1|4|32|33,176.0,68,68|284,68|284
1,1|5|6|8,176.0,163,163|189,163|189
1,1|5|6|13,176.0,318,318|34,318|34
1,1|5|6|26,176.0,318,318|34,318|34
1,1|5|6|27,176.0,163,163|189,163|189
1,1|5|8|27,176.0,163,163|189,163|189
1,1|5|9|29,176.0,277,277|75,277|75
1,1|5|9|42,176.0,277,277|75,277|75
1,1|5|13|26,176.0,318,318|34,318|34
1,1|5|18|38,176.0,4,4|348,4|348
1,1|5|18|41,176.0,4,4|348,4|348
1,1|5|29|42,176.0,277,277|75,277|75
1,1|5|38|41,176.0,4,4|348,4|348
1,1|6|8|27,176.0,163,163|189,163|189
1,1|6|12|18,176.0,316,316|36,316|36
1,1|6|12|36,176.0,316,316|36,316|36
1,1|6|13|26,176.0,318,318|34,318|34
1,1|6|18|36,176.0,316,316|36,316|36
1,1|7|10|25,176.0,65,65|287,65|287
1,1|7|10|27,176.0,65,65|287,65|287
1,1|7|11|16,176.0,195,195|157,195|157
1,1|7|11|23,176.0,195,195|157,195|157
1,1|7|12|19,176.0,330,330|22,330|22
1,1|7|12|21,176.0,330,330|22,330|22
1,1|7|12|26,176.0,235,235|117,235|117
1,1|7|12|43,176.0,235,235|117,235|117
1,1|7|14|35,176.0,38,38|314,38|314
1,1|7|14|43,176.0,38,38|314,38|314
1,1|7|16|23,176.0,195,195|157,195|157
1,1|7|19|21,176.0,330,330|22,330|22
1,1|7|25|27,176.0,65,65|287,65|287
1,1|7|26|43,176.0,235,235|117,235|117
1,1|7|35|43,176.0,38,38|314,38|314
1,1|8|11|36,176.0,52,52|300,52|300
1,1|8|14|23,176.0,29,29|323,29|323
1,1|8|14|40,176.0,29,29|323,29|323
1,1|8|19|27,176.0,141,141|211,141|211
1,1|8|21|34,176.0,122,122|230,122|230
1,1|8|21|35,176.0,122,122|230,122|230
1,1|8|22|37,176.0,131,131|221,131|221
1,1|8|23|40,176.0,29,29|323,29|323
1,1|8|28|41,176.0,33,33|319,33|319
1,1|8|34|35,176.0,122,122|230,122|230
1,1|9|13|16,176.0,3,3|349,3|349
1,1|9|13|30,176.0,3,3|349,3|349
1,1|9|16|30,176.0,3,3|349,3|349
1,1|9|27|29,176.0,98,98|254,98|254
1,1|9|27|35,176.0,98,98|254,98|254
1,1|9|29|35,176.0,98,98|254,98|254
1,1|9|29|42,176.0,277,277|75,277|75
1,1|10|23|38,176.0,165,165|187,165|187
1,1|10|23|43,176.0,165,165|187,165|187
1,1|10|25|27,176.0,65,65|287,65|287
1,1|10|28|35,176.0,307,307|45,307|45
1,1|10|28|41,176.0,307,307|45,307|45
1,1|10|35|41,176.0,307,307|45,307|45
1,1|10|38|43,176.0,165,165|187,165|187
1,1|11|16|23,176.0,195,195|157,195|157
1,1|11|28|31,176.0,344,344|8,344|8
1,1|11|28|41,176.0,344,344|8,344|8
1,1|11|31|41,176.0,344,344|8,344|8
1,1|12|18|36,176.0,316,316|36,316|36
1,1|12|19|21,176.0,330,330|22,330|22
1,1|12|20|39,176.0,215,215|137,215|137
1,1|12|20|41,176.0,215,215|137,215|137
1,1|12|26|43,176.0,235,235|117,235|117
1,1|12|28|30,176.0,250,250|102,250|102
1,1|12|28|33,176.0,250,250|102,250|102
1,1|12|30|33,176.0,250,250|102,250|102
1,1|12|39|41,176.0,215,215|137,215|137
1,1|13|16|30,176.0,3,3|349,3|349
1,1|13|23|33,176.0,314,314|38,314|38
1,1|13|24|27,176.0,17,17|335,17|335
1,1|13|24|39,176.0,17,17|335,17|335
1,1|13|27|39,176.0,17,17|335,17|335
1,1|13|32|37,176.0,142,142|210,142|210
1,1|13|32|43,176.0,142,142|210,142|210
1,1|13|37|43,176.0,142,142|210,142|210
1,1|14|15|18,176.0,183,183|169,183|169
1,1|14|15|25,176.0,183,183|169,183|169
1,1|14|18|22,176.0,57,57|295,57|295
1,1|14|18|25,176.0,183,183|169,183|169
1,1|14|18|43,176.0,57,57|295,57|295
1,1|14|21|42,176.0,270,270|82,270|82
1,1|14|22|43,176.0,57,57|295,57|295
1,1|14|23|40,176.0,29,29|323,29|323
1,1|14|35|43,176.0,38,38|314,38|314
1,1|15|18|25,176.0,183,183|169,183|169
1,1|15|19|21,176.0,187,187|165,187|165
1,1|15|19|42,176.0,187,187|165,187|165
1,1|15|21|42,176.0,187,187|165,187|165
1,1|15|36|39,176.0,0,0|352,0|352
1,1|17|23|32,176.0,132,132|220,132|220
1,1|18|19|34,176.0,62,62|290,62|290
1,1|18|19|40,176.0,62,62|290,62|290
1,1|18|21|42,176.0,234,234|118,234|118
1,1|18|22|30,176.0,294,294|58,294|58
1,1|18|22|39,176.0,294,294|58,294|58
1,1|18|22|43,176.0,57,57|295,57|295
1,1|18|30|39,176.0,294,294|58,294|58
1,1|18|34|40,176.0,62,62|290,62|290
1,1|18|38|41,176.0,4,4|348,4|348
1,1|19|21|42,176.0,187,187|165,187|165
1,1|19|31|37,176.0,102,102|250,102|250
1,1|19|31|39,176.0,102,102|250,102|250
1,1|19|34|40,176.0,62,62|290,62|290
1,1|19|37|39,176.0,102,102|250,102|250
1,1|20|31|43,176.0,312,312|40,312|40
1,1|20|36|39,176.0,348,348|4,348|4
1,1|20|36|43,176.0,348,348|4,348|4
1,1|20|39|41,176.0,215,215|137,215|137
1,1|20|39|43,176.0,348,348|4,348|4
1,1|21|30|43,176.0,139,139|213,139|213
1,1|21|34|35,176.0,122,122|230,122|230
1,1|22|29|42,176.0,133,133|219,133|219
1,1|22|30|39,176.0,294,294|58,294|58
1,1|22|31|32,176.0,323,323|29,323|29
1,1|22|31|37,176.0,323,323|29,323|29
1,1|22|32|37,176.0,323,323|29,323|29
1,1|23|38|43,176.0,165,165|187,165|187
1,1|24|27|39,176.0,17,17|335,17|335
1,1|25|31|33,176.0,351,351|1,351|1
1,1|27|29|35,176.0,98,98|254,98|254
1,1|27|31|34,176.0,325,325|27,325|27
1,1|27|31|36,176.0,325,325|27,325|27
1,1|27|34|36,176.0,325,325|27,325|27
1,1|28|30|33,176.0,250,250|102,250|102
1,1|28|31|41,176.0,344,344|8,344|8
1,1|28|35|41,176.0,307,307|45,307|45
1,1|29|32|33,176.0,68,68|284,68|284
1,1|31|32|37,176.0,323,323|29,323|29
1,1|31|34|36,176.0,325,325|27,325|27
1,1|31|37|39,176.0,102,102|250,102|250
1,1|32|37|43,176.0,142,142|210,142|210
1,1|33|34|41,176.0,279,279|73,279|73
1,1|36|39|43,176.0,348,348|4,348|4
1,2|3|4|5,176.0,49,49|303,49|303
1,2|3|4|12,176.0,88,88|264,88|264
1,2|3|4|16,176.0,88,88|264,88|264
1,2|3|4|29,176.0,49,49|303,49|303
1,2|3|5|29,176.0,49,49|303,49|303
1,2|3|10|31,176.0,123,123|229,123|229
1,2|3|12|16,176.0,88,88|264,88|264
1,2|3|18|21,176.0,80,80|272,80|272
1,2|3|18|36,176.0,80,80|272,80|272
1,2|3|21|36,176.0,80,80|272,80|272
1,2|3|22|28,176.0,216,216|136,216|136
1,2|3|22|37,176.0,216,216|136,216|136
1,2|3|28|37,176.0,216,216|136,216|136
1,2|4|5|13,176.0,278,278|74,278|74
1,2|4|5|29,176.0,49,49|303,49|303
1,2|4|6|7,176.0,203,203|149,203|149
1,2|4|6|13,176.0,203,203|149,203|149
1,2|4|7|13,176.0,203,203|149,203|149
1,2|4|9|15,176.0,300,300|52,300|52
1,2|4|9|24,176.0,300,300|52,300|52
1,2|4|10|17,176.0,295,295|57,295|57
1,2|4|10|37,176.0,295,295|57,295|57
1,2|4|12|16,176.0,88,88|264,88|264
1,2|4|12|18,176.0,157,157|195,157|195
1,2|4|12|35,176.0,157,157|195,157|195
1,2|4|15|24,176.0,300,300|52,300|52
1,2|4|16|30,176.0,185,185|167,185|167
1,2|4|16|40,176.0,185,185|167,185|167
1,2|4|17|37,176.0,295,295|57,295|57
1,2|4|18|35,176.0,157,157|195,157|195
1,2|4|30|40,176.0,185,185|167,185|167
1,2|5|7|9,176.0,289,289|63,289|63
1,2|5|7|28,176.0,289,289|63,289|63
1,2|5|9|11,176.0,219,219|133,219|133
1,2|5|9|28,176.0,289,289|63,289|63
1,2|5|9|34,176.0,206,206|146,206|146
2,2|5|9|42,117.33333333333333,206,206|13|133,206|13|133
1,2|5|11|42,176.0,219,219|133,219|133
1,2|5|34|42,176.0,206,206|146,206|146
1,2|6|7|13,176.0,203,203|149,203|149
1,2|6|16|23,176.0,274,274|78,274|78
1,2|6|16|43,176.0,274,274|78,274|78
1,2|6|23|43,176.0,274,274|78,274|78
1,2|7|9|12,176.0,36,36|316,36|316
1,2|7|9|28,176.0,289,289|63,289|63
1,2|7|9|34,176.0,36,36|316,36|316
1,2|7|12|34,176.0,36,36|316,36|316
1,2|7|14|25,176.0,15,15|337,15|337
1,2|7|14|31,176.0,15,15|337,15|337
1,2|7|25|31,176.0,15,15|337,15|337
1,2|8|9|12,176.0,94,94|258,94|258
1,2|8|9|25,176.0,66,66|286,66|286
1,2|8|9|33,176.0,66,66|286,66|286
1,2|8|9|39,176.0,94,94|258,94|258
1,2|8|12|39,176.0,94,94|258,94|258
1,2|8|14|19,176.0,21,21|331,21|331
1,2|8|14|28,176.0,21,21|331,21|331
1,2|8|19|28,176.0,21,21|331,21|331
1,2|8|20|25,176.0,233,233|119,233|119
1,2|8|20|27,176.0,233,233|119,233|119
1,2|8|25|27,176.0,233,233|119,233|119
1,2|8|25|33,176.0,66,66|286,66|286
1,2|9|11|42,176.0,219,219|133,219|133
2,2|9|12|34,117.33333333333333,36,36|301|15,36|301|15
1,2|9|12|39,176.0,94,94|258,94|258
1,2|9|12|40,176.0,337,337|15,337|15
1,2|9|15|24,176.0,300,300|52,300|52
1,2|9|17|27,176.0,72,72|280,72|280
1,2|9|17|42,176.0,72,72|280,72|280
1,2|9|25|33,176.0,66,66|286,66|286
1,2|9|27|42,176.0,72,72|280,72|280
1,2|9|34|40,176.0,337,337|15,337|15
1,2|9|34|42,176.0,206,206|146,206|146
1,2|10|14|34,176.0,134,134|218,134|218
1,2|10|14|40,176.0,134,134|218,134|218
1,2|10|16|23,176.0,86,86|266,86|266
1,2|10|16|25,176.0,86,86|266,86|266
1,2|10|17|37,176.0,295,295|57,295|57
1,2|10|21|23,176.0,303,303|49,303|49
1,2|10|21|35,176.0,303,303|49,303|49
1,2|10|23|25,176.0,86,86|266,86|266
1,2|10|23|35,176.0,303,303|49,303|49
1,2|10|27|30,176.0,10,10|342,10|342
1,2|10|27|31,176.0,10,10|342,10|342
1,2|10|30|31,176.0,10,10|342,10|342
1,2|10|34|40,176.0,134,134|218,134|218
1,2|11|18|23,176.0,105,105|247,105|247
1,2|11|18|43,176.0,105,105|247,105|247
1,2|11|23|43,176.0,105,105|247,105|247
1,2|11|24|28,176.0,90,90|262,90|262
1,2|11|24|39,176.0,90,90|262,90|262
1,2|11|26|32,176.0,40,40|312,40|312
1,2|11|26|33,176.0,220,220|132,220|132
1,2|11|26|40,176.0,220,220|132,220|132
1,2|11|26|41,176.0,40,40|312,40|312
1,2|11|28|39,176.0,90,90|262,90|262
1,2|11|32|41,176.0,40,40|312,40|312
1,2|11|33|36,176.0,114,114|238,114|238
1,2|11|33|38,176.0,114,114|238,114|238
1,2|11|33|40,176.0,220,220|132,220|132
1,2|11|36|38,176.0,114,114|238,114|238
1,2|12|16|26,176.0,124,124|228,124|228
1,2|12|16|30,176.0,124,124|228,124|228
1,2|12|18|35,176.0,157,157|195,157|195
1,2|12|26|30,176.0,124,124|228,124|228
1,2|12|34|40,176.0,337,337|15,337|15
1,2|13|14|26,176.0,281,281|71,281|71
1,2|13|14|42,176.0,281,281|71,281|71
1,2|13|25|36,176.0,221,221|131,221|131
1,2|13|25|43,176.0,221,221|131,221|131
1,2|13|26|42,176.0,281,281|71,281|71
1,2|13|36|43,176.0,221,221|131,221|131
1,2|14|16|17,176.0,83,83|269,83|269
1,2|14|16|31,176.0,83,83|269,83|269
1,2|14|17|31,176.0,83,83|269,83|269
1,2|14|19|28,176.0,21,21|331,21|331
1,2|14|21|27,176.0,288,288|64,288|64
1,2|14|21|28,176.0,288,288|64,288|64
1,2|14|25|31,176.0,15,15|337,15|337
1,2|14|26|42,176.0,281,281|71,281|71
1,2|14|27|28,176.0,288,288|64,288|64
1,2|14|34|40,176.0,134,134|218,134|218
1,2|15|36|39,176.0,0,0|352,0|352
1,2|16|17|31,176.0,83,83|269,83|269
1,2|16|23|25,176.0,86,86|266,86|266
1,2|16|23|43,176.0,274,274|78,274|78
1,2|16|26|30,176.0,124,124|228,124|228
1,2|16|30|40,176.0,185,185|167,185|167
1,2|17|27|42,176.0,72,72|280,72|280
1,2|18|21|36,176.0,80,80|272,80|272
1,2|18|23|43,176.0,105,105|247,105|247
1,2|18|29|37,176.0,120,120|232,120|232
1,2|18|29|39,176.0,120,120|232,120|232
1,2|18|37|39,176.0,120,120|232,120|232
1,2|19|22|25,176.0,7,7|345,7|345
1,2|19|22|28,176.0,172,172|180,172|180
1,2|19|22|32,176.0,172,172|180,172|180
1,2|19|22|37,176.0,7,7|345,7|345
1,2|19|25|37,176.0,7,7|345,7|345
1,2|19|28|32,176.0,172,172|180,172|180
1,2|20|25|27,176.0,233,233|119,233|119
1,2|20|31|43,176.0,312,312|40,312|40
1,2|21|23|35,176.0,303,303|49,303|49
1,2|21|27|28,176.0,288,288|64,288|64
1,2|22|24|27,176.0,23,23|329,23|329
1,2|22|24|37,176.0,23,23|329,23|329
1,2|22|25|37,176.0,7,7|345,7|345
1,2|22|27|37,176.0,23,23|329,23|329
1,2|22|28|32,176.0,172,172|180,172|180
1,2|22|28|37,176.0,216,216|136,216|136
1,2|22|29|42,176.0,133,133|219,133|219
1,2|24|27|37,176.0,23,23|329,23|329
1,2|24|28|39,176.0,90,90|262,90|262
1,2|25|31|33,176.0,351,351|1,351|1
1,2|25|36|43,176.0,221,221|131,221|131
1,2|26|32|41,176.0,40,40|312,40|312
1,2|26|33|40,176.0,220,220|132,220|132
1,2|27|30|31,176.0,10,10|342,10|342
1,2|29|37|39,176.0,120,120|232,120|232
1,2|33|34|41,176.0,279,279|73,279|73
1,2|33|36|38,176.0,114,114|238,114|238
1,3|4|5|29,176.0,49,49|303,49|303
1,3|4|9|20,176.0,334,334|18,334|18
1,3|4|9|32,176.0,334,334|18,334|18
1,3|4|12|16,176.0,88,88|264,88|264
1,3|4|20|25,176.0,136,136|216,136|216
1,3|4|20|32,176.0,334,334|18,334|18
1,3|4|20|37,176.0,136,136|216,136|216
1,3|4|22|40,176.0,149,149|203,149|203
1,3|4|22|41,176.0,149,149|203,149|203
1,3|4|25|37,176.0,136,136|216,136|216
1,3|4|31|34,176.0,145,145|207,145|207
1,3|4|31|43,176.0,145,145|207,145|207
1,3|4|34|43,176.0,145,145|207,145|207
1,3|4|40|41,176.0,149,149|203,149|203
1,3|5|30|37,176.0,164,164|188,164|188
1,3|5|30|39,176.0,164,164|188,164|188
1,3|5|37|39,176.0,164,164|188,164|188
1,3|6|23|25,176.0,184,184|168,184|168
1,3|6|23|38,176.0,184,184|168,184|168
1,3|6|25|38,176.0,184,184|168,184|168
1,3|7|11|19,176.0,168,168|184,168|184
1,3|7|11|25,176.0,168,168|184,168|184
1,3|7|11|39,176.0,178,178|174,178|174
1,3|7|11|41,176.0,178,178|174,178|174
1,3|7|12|12,176.0,41,41|311,41|311
2,3|7|12|40,176.0,41,41|311,41|311
1,3|7|14|19,176.0,160,160|192,160|192
1,3|7|14|22,176.0,160,160|192,160|192
1,3|7|19|22,176.0,160,160|192,160|192
1,3|7|19|25,176.0,168,168|184,168|184
1,3|7|23|30,176.0,84,84|268,84|268
1,3|7|23|35,176.0,84,84|268,84|268
1,3|7|30|35,176.0,84,84|268,84|268
1,3|7|39|41,176.0,178,178|174,178|174
1,3|8|10|15,176.0,210,210|142,210|142
1,3|8|10|39,176.0,210,210|142,210|142
1,3|8|15|39,176.0,210,210|142,210|142
1,3|8|25|28,176.0,129,129|223,129|223
1,3|8|25|40,176.0,129,129|223,129|223
1,3|8|28|40,176.0,129,129|223,129|223
1,3|8|28|41,176.0,33,33|319,33|319
1,3|9|20|32,176.0,334,334|18,334|18
1,3|10|13|21,176.0,306,306|46,306|46
1,3|10|13|38,176.0,306,306|46,306|46
1,3|10|15|39,176.0,210,210|142,210|142
1,3|10|16|25,176.0,89,89|263,89|263
1,3|10|16|41,176.0,89,89|263,89|263
1,3|10|20|30,176.0,97,97|255,97|255
1,3|10|20|39,176.0,97,97|255,97|255
1,3|10|21|38,176.0,306,306|46,306|46
1,3|10|25|41,176.0,89,89|263,89|263
1,3|10|30|39,176.0,97,97|255,97|255
1,3|10|32|40,176.0,161,161|191,161|191
1,3|10|32|42,176.0,161,161|191,161|191
1,3|10|40|42,176.0,161,161|191,161|191
1,3|11|18|24,176.0,255,255|97,255|97
1,3|11|18|37,176.0,255,255|97,255|97
1,3|11|19|25,176.0,168,168|184,168|184
1,3|11|24|37,176.0,255,255|97,255|97
1,3|11|27|39,176.0,138,138|214,138|214
1,3|11|27|41,176.0,138,138|214,138|214
2,3|11|39|41,117.33333333333333,138,138|40|174,138|40|174
1,3|12|12|40,176.0,41,41|311,41|311
1,3|12|24|25,176.0,117,117|235,117|235
1,3|12|24|26,176.0,117,117|235,117|235
1,3|12|25|26,176.0,117,117|235,117|235
1,3|13|14|17,176.0,324,324|28,324|28
1,3|13|14|23,176.0,324,324|28,324|28
1,3|13|17|23,176.0,324,324|28,324|28
1,3|13|21|38,176.0,306,306|46,306|46
1,3|14|17|23,176.0,324,324|28,324|28
1,3|14|19|22,176.0,160,160|192,160|192
1,3|15|20|23,176.0,151,151|201,151|201
1,3|15|20|25,176.0,151,151|201,151|201
1,3|15|23|25,176.0,151,151|201,151|201
1,3|16|18|30,176.0,228,228|124,228|124
1,3|16|18|34,176.0,228,228|124,228|124
1,3|16|19|20,176.0,236,236|116,236|116
1,3|16|19|23,176.0,236,236|116,236|116
1,3|16|20|23,176.0,236,236|116,236|116
1,3|16|25|41,176.0,89,89|263,89|263
1,3|16|30|34,176.0,228,228|124,228|124
1,3|17|23|32,176.0,132,132|220,132|220
1,3|17|25|39,176.0,137,137|215,137|215
1,3|17|25|42,176.0,137,137|215,137|215
1,3|17|39|42,176.0,137,137|215,137|215
1,3|18|21|36,176.0,80,80|272,80|272
1,3|18|24|37,176.0,255,255|97,255|97
1,3|18|30|34,176.0,228,228|124,228|124
1,3|18|34|42,176.0,207,207|145,207|145
1,3|18|34|43,176.0,207,207|145,207|145
1,3|18|42|43,176.0,207,207|145,207|145
1,3|19|20|21,176.0,11,11|341,11|341
1,3|19|20|23,176.0,236,236|116,236|116
1,3|19|20|28,176.0,11,11|341,11|341
1,3|19|21|28,176.0,11,11|341,11|341
1,3|20|21|28,176.0,11,11|341,11|341
1,3|20|22|24,176.0,232,232|120,232|120
1,3|20|22|36,176.0,232,232|120,232|120
